Data,Hora,Temperatura Interna,Temperatura Externa,Temperatura Definida pelo usuário,Poder do Resistor (%),Poder da ventoinha(%)
23/01/2023,19:30:39,"25,88",0,25,"-45,61","45,61"
23/01/2023,19:30:43,"25,88",0,25,"-20,79",40
23/01/2023,19:30:47,"25,94",0,25,"-47,85","47,85"
23/01/2023,19:30:51,26,0,25,"-49,92","49,92"
23/01/2023,19:30:55,26,0,25,"-25,12",40
23/01/2023,19:30:59,26,0,25,"-25,33",40
23/01/2023,19:31:03,"26,06",0,25,"-52,41","52,41"
23/01/2023,19:31:07,"26,06",0,25,"-27,62",40
23/01/2023,19:31:11,"26,06",0,25,"-27,84",40
23/01/2023,19:31:15,"26,12",0,25,"-54,94","54,94"
23/01/2023,19:31:19,"26,12",0,25,"-30,16",40
23/01/2023,19:31:23,"26,19",0,25,"-57,28","57,28"
23/01/2023,19:31:27,"26,19",0,25,"-32,51",40
23/01/2023,19:31:31,"26,19",0,25,"-32,75",40
23/01/2023,19:31:35,"26,25",0,25,"-59,88","59,88"
23/01/2023,19:31:39,"26,25",0,25,"-35,12",40
23/01/2023,19:31:43,"26,25",0,25,"-35,38",40
23/01/2023,19:31:47,"26,25",0,25,"-35,62",40
23/01/2023,19:31:51,"26,25",0,25,"-35,88",40
23/01/2023,19:31:55,"26,25",0,25,"-36,12",40
23/01/2023,19:31:59,"26,25",0,25,"-36,38",40
23/01/2023,19:32:04,"26,25",0,38,100,0
23/01/2023,19:32:08,"26,25",0,38,100,0
23/01/2023,19:32:12,"26,25",0,38,100,0
23/01/2023,19:32:16,"26,25",0,38,100,0
23/01/2023,19:32:20,"26,25",0,38,100,0
23/01/2023,19:32:24,"26,31",0,38,100,0
23/01/2023,19:32:28,"26,31",0,38,100,0
23/01/2023,19:32:32,"26,38",0,38,100,0
23/01/2023,19:32:36,"26,44",0,38,100,0
23/01/2023,19:32:40,"26,5",0,38,100,0
23/01/2023,19:32:44,"26,62",0,38,100,0
23/01/2023,19:32:48,"26,75",0,38,100,0
23/01/2023,19:32:52,"26,94",0,38,100,0
23/01/2023,19:32:56,"27,06",0,38,100,0
23/01/2023,19:33:00,"27,25",0,38,100,0
23/01/2023,19:33:04,"27,44",0,38,100,0
23/01/2023,19:33:08,"27,62",0,38,100,0
23/01/2023,19:33:12,"27,81",0,38,100,0
23/01/2023,19:33:16,"28,06",0,38,100,0
23/01/2023,19:33:20,"28,44",0,38,100,0
23/01/2023,19:33:24,"28,62",0,38,100,0
23/01/2023,19:33:28,"28,94",0,38,100,0
23/01/2023,19:33:32,"29,19",0,38,100,0
23/01/2023,19:33:36,"29,56",0,38,100,0
23/01/2023,19:33:40,"29,81",0,38,100,0
23/01/2023,19:33:44,"30,19",0,38,100,0
23/01/2023,19:33:48,"30,44",0,38,100,0
23/01/2023,19:33:52,"30,88",0,38,"58,75",0
23/01/2023,19:33:56,"31,31",0,38,"45,62",0
23/01/2023,19:34:00,"31,62",0,38,"86,25",0
23/01/2023,19:34:04,"32,06",0,38,"23,12",0
23/01/2023,19:34:08,"32,31",0,38,"90,62",0
23/01/2023,19:34:12,"32,75",0,38,"2,5",0
23/01/2023,19:34:16,"33,06",0,38,"43,12",0
23/01/2023,19:34:20,"33,5",0,38,-20,40
23/01/2023,19:34:24,"33,94",0,38,"-33,12",40
23/01/2023,19:34:28,"34,19",0,38,"34,38",0
23/01/2023,19:34:32,"34,62",0,38,"-53,75","53,75"
23/01/2023,19:34:36,"34,88",0,38,"13,75",0
23/01/2023,19:34:40,"35,31",0,38,"-74,38","74,38"
23/01/2023,19:34:44,"35,5",0,38,20,0
23/01/2023,19:34:48,"35,94",0,38,"-93,12","93,12"
23/01/2023,19:34:52,"36,12",0,38,"1,25",0
23/01/2023,19:34:56,"36,44",0,38,"-58,12","58,12"
23/01/2023,19:35:00,"36,75",0,38,"-67,5","67,5"
23/01/2023,19:35:04,"36,94",0,38,"-23,12",40
23/01/2023,19:35:08,"37,19",0,38,"-55,62","55,62"
23/01/2023,19:35:12,"37,38",0,38,"-36,25",40
23/01/2023,19:35:16,"37,62",0,38,"-68,75","68,75"
23/01/2023,19:35:20,"37,81",0,38,"-49,38","49,38"
23/01/2023,19:35:24,38,0,38,-55,55
23/01/2023,19:35:28,"38,12",0,38,"-33,78",40
23/01/2023,19:35:32,"38,38",0,38,"-91,35","91,35"
23/01/2023,19:35:36,"38,56",0,38,"-72,09","72,09"
23/01/2023,19:35:40,"38,62",0,38,"-24,09",40
23/01/2023,19:35:44,"38,81",0,38,"-79,88","79,88"
23/01/2023,19:35:48,"38,94",0,38,"-58,81","58,81"
23/01/2023,19:35:52,39,0,38,"-35,89",40
23/01/2023,19:35:56,"39,12",0,38,"-64,86","64,86"
23/01/2023,19:36:00,"39,19",0,38,"-41,97","41,97"
23/01/2023,19:36:05,"39,31",0,46,100,0
23/01/2023,19:36:09,"39,38",0,46,100,0
23/01/2023,19:36:13,"39,44",0,46,100,0
23/01/2023,19:36:17,"39,5",0,46,100,0
23/01/2023,19:36:21,"39,56",0,46,100,0
23/01/2023,19:36:25,"39,62",0,46,100,0
23/01/2023,19:36:29,"39,69",0,46,100,0
23/01/2023,19:36:33,"39,75",0,46,100,0
23/01/2023,19:36:37,"39,88",0,46,100,0
23/01/2023,19:36:41,"39,94",0,46,100,0
23/01/2023,19:36:45,"40,12",0,46,100,0
23/01/2023,19:36:49,"40,25",0,46,100,0
23/01/2023,19:36:53,"40,38",0,46,100,0
23/01/2023,19:36:57,"40,5",0,46,100,0
23/01/2023,19:37:01,"40,69",0,46,100,0
23/01/2023,19:37:05,"40,81",0,46,100,0
23/01/2023,19:37:10,41,0,46,95,0
23/01/2023,19:37:14,"41,19",0,46,"89,38",0
23/01/2023,19:37:18,"41,38",0,46,"83,75",0
23/01/2023,19:37:22,"41,62",0,46,"51,25",0
23/01/2023,19:37:26,"41,81",0,46,"70,62",0
23/01/2023,19:37:30,"42,06",0,46,"38,12",0
23/01/2023,19:37:34,"42,25",0,46,"57,5",0
23/01/2023,19:37:38,"42,5",0,46,25,0
23/01/2023,19:37:42,"42,69",0,46,"44,38",0
23/01/2023,19:37:46,"42,94",0,46,"11,88",0
23/01/2023,19:37:50,"43,12",0,46,"31,25",0
23/01/2023,19:37:54,"43,38",0,46,"-1,25",40
23/01/2023,19:37:58,"43,56",0,46,"18,12",0
23/01/2023,19:38:02,"43,81",0,46,"-14,38",40
23/01/2023,19:38:06,"44,06",0,46,"-21,88",40
23/01/2023,19:38:10,"44,25",0,46,"-2,5",40
23/01/2023,19:38:14,"44,44",0,46,"-8,12",40
23/01/2023,19:38:18,"44,62",0,46,"-13,75",40
23/01/2023,19:38:22,"44,88",0,46,"-46,25","46,25"
23/01/2023,19:38:26,"44,94",0,46,"26,88",0
23/01/2023,19:38:30,"45,19",0,46,"-55,62","55,62"
23/01/2023,19:38:34,"45,31",0,46,"-9,38",40
23/01/2023,19:38:38,"45,44",0,46,"-13,12",40
23/01/2023,19:38:42,"45,56",0,46,"-16,88",40
23/01/2023,19:38:46,"45,69",0,46,"-20,62",40
23/01/2023,19:38:50,"45,81",0,46,"-24,38",40
23/01/2023,19:38:54,"45,88",0,46,"-1,25",40
23/01/2023,19:38:58,46,0,46,-30,40
23/01/2023,19:39:02,"46,06",0,46,"-6,89",40
23/01/2023,19:39:06,"46,12",0,46,"-8,79",40
23/01/2023,19:39:10,"46,19",0,46,"-10,7",40
23/01/2023,19:39:14,"46,25",0,46,"-12,62",40
23/01/2023,19:39:18,"46,25",0,46,"12,32",0
23/01/2023,19:39:22,"46,31",0,46,"-14,61",40
23/01/2023,19:39:26,"46,31",0,46,"10,32",0
23/01/2023,19:39:30,"46,31",0,46,"10,26",0
23/01/2023,19:39:34,"46,31",0,46,"10,2",0
23/01/2023,19:39:38,"46,38",0,46,"-16,75",40
23/01/2023,19:39:42,"46,38",0,46,"8,18",0
23/01/2023,19:39:46,"46,38",0,46,"8,1",0
23/01/2023,19:39:50,"46,38",0,46,"8,02",0
23/01/2023,19:39:54,"46,31",0,46,"34,84",0
23/01/2023,19:39:58,"46,31",0,46,"9,77",0
23/01/2023,19:40:02,"46,31",0,46,"9,71",0
23/01/2023,19:40:06,"46,25",0,46,"36,54",0
23/01/2023,19:40:10,"46,25",0,46,"11,49",0
23/01/2023,19:40:14,"46,19",0,46,"38,33",0
23/01/2023,19:40:18,"46,12",0,46,"40,17",0
23/01/2023,19:40:22,"46,12",0,46,"15,15",0
23/01/2023,19:40:26,"46,06",0,46,"42,01",0
23/01/2023,19:40:30,"46,06",0,46,17,0
23/01/2023,19:40:34,46,0,46,"43,88",0
23/01/2023,19:40:38,"45,94",0,46,"45,76",0
23/01/2023,19:40:42,"45,94",0,46,"20,77",0
23/01/2023,19:40:46,"45,94",0,46,"20,79",0
23/01/2023,19:40:50,"45,88",0,46,"47,69",0
23/01/2023,19:40:54,"45,81",0,46,"49,6",0
23/01/2023,19:40:58,"45,88",0,46,"-2,25",40
23/01/2023,19:41:02,"45,81",0,46,"49,66",0
23/01/2023,19:41:06,"45,81",0,46,"24,7",0
23/01/2023,19:41:10,"45,81",0,46,"24,74",0
23/01/2023,19:41:14,"45,75",0,46,"51,66",0
23/01/2023,19:41:18,"45,75",0,46,"26,71",0
23/01/2023,19:41:22,"45,75",0,46,"26,76",0
23/01/2023,19:41:26,"45,75",0,46,"26,81",0
23/01/2023,19:41:30,"45,69",0,46,"53,75",0
23/01/2023,19:41:34,"45,75",0,46,"1,92",0
23/01/2023,19:41:38,"45,75",0,46,"26,98",0
23/01/2023,19:41:42,"45,75",0,46,"27,02",0
23/01/2023,19:41:46,"45,75",0,46,"27,08",0
23/01/2023,19:41:50,"45,69",0,46,"54,01",0
23/01/2023,19:41:54,"45,69",0,46,"29,08",0
23/01/2023,19:41:58,"45,69",0,46,"29,14",0
23/01/2023,19:42:02,"45,69",0,46,"29,2",0
23/01/2023,19:42:06,"45,69",0,46,"29,26",0
23/01/2023,19:42:10,"45,69",0,46,"29,33",0
23/01/2023,19:42:14,"45,75",0,46,"2,5",0
23/01/2023,19:42:18,"45,75",0,46,"27,5",0
23/01/2023,19:42:22,"45,75",0,46,"27,5",0
23/01/2023,19:42:26,"45,75",0,46,"27,5",0
23/01/2023,19:42:30,"45,75",0,46,"27,5",0
23/01/2023,19:42:34,"45,81",0,46,"0,62",0
23/01/2023,19:42:38,"45,81",0,46,"25,62",0
23/01/2023,19:42:42,"45,81",0,46,"25,62",0
23/01/2023,19:42:46,"45,81",0,46,"25,62",0
23/01/2023,19:42:50,"45,81",0,46,"25,62",0
23/01/2023,19:42:54,"45,81",0,46,"25,62",0
23/01/2023,19:42:58,"45,88",0,46,"-1,25",40
23/01/2023,19:43:02,"45,88",0,46,"23,75",0
23/01/2023,19:43:06,"45,88",0,46,"23,75",0
23/01/2023,19:43:10,"45,88",0,46,"23,75",0
23/01/2023,19:43:14,"45,88",0,46,"23,75",0
23/01/2023,19:43:18,"45,88",0,46,"23,75",0
23/01/2023,19:43:22,"45,88",0,46,"23,75",0
23/01/2023,19:43:26,"45,88",0,46,"23,75",0
23/01/2023,19:43:30,"45,88",0,46,"23,75",0
23/01/2023,19:43:34,"45,88",0,46,"23,75",0
23/01/2023,19:43:38,"45,88",0,46,"23,75",0
23/01/2023,19:43:42,"45,88",0,46,"23,75",0
23/01/2023,19:43:46,"45,88",0,46,"23,75",0
23/01/2023,19:43:50,"45,88",0,46,"23,75",0
23/01/2023,19:43:54,"45,88",0,46,"23,75",0
23/01/2023,19:43:58,"45,88",0,46,"23,75",0
23/01/2023,19:44:02,"45,81",0,46,"50,62",0
23/01/2023,19:44:07,"45,81",0,54,100,0
23/01/2023,19:44:11,"45,88",0,54,100,0
23/01/2023,19:44:15,"45,81",0,54,100,0
23/01/2023,19:44:19,"45,88",0,54,100,0
23/01/2023,19:44:23,"45,81",0,54,100,0
23/01/2023,19:44:27,"45,88",0,54,100,0
23/01/2023,19:44:31,"45,88",0,54,100,0
23/01/2023,19:44:35,"45,94",0,54,100,0
23/01/2023,19:44:39,46,0,54,100,0
23/01/2023,19:44:43,46,0,54,100,0
23/01/2023,19:44:47,"46,12",0,54,100,0
23/01/2023,19:44:51,"46,25",0,54,100,0
23/01/2023,19:44:55,"46,31",0,54,100,0
23/01/2023,19:44:59,"46,44",0,54,100,0
23/01/2023,19:45:03,"46,56",0,54,100,0
23/01/2023,19:45:07,"46,69",0,54,100,0
23/01/2023,19:45:11,"46,88",0,54,100,0
23/01/2023,19:45:15,"46,94",0,54,100,0
23/01/2023,19:45:19,"47,19",0,54,100,0
23/01/2023,19:45:23,"47,31",0,54,100,0
23/01/2023,19:45:28,"47,62",0,57,100,0
23/01/2023,19:45:32,"47,81",0,57,100,0
23/01/2023,19:45:36,48,0,57,100,0
23/01/2023,19:45:40,"48,19",0,57,100,0
23/01/2023,19:45:44,"48,44",0,57,100,0
23/01/2023,19:45:48,"48,56",0,57,100,0
23/01/2023,19:45:52,"48,88",0,57,100,0
23/01/2023,19:45:56,"49,06",0,57,100,0
23/01/2023,19:46:01,0,0,57,100,0
23/01/2023,19:46:06,0,0,57,100,0
23/01/2023,19:46:10,0,0,57,100,0
23/01/2023,19:46:14,0,0,57,100,0
23/01/2023,19:46:18,0,0,57,100,0
23/01/2023,19:46:23,0,0,57,100,0
23/01/2023,19:46:28,0,0,57,100,0
23/01/2023,19:46:32,0,0,57,100,0
23/01/2023,19:46:36,0,0,57,100,0
23/01/2023,19:46:41,"51,69",0,57,-100,100
23/01/2023,19:46:45,"51,88",0,57,"98,75",0
23/01/2023,19:46:49,"52,06",0,57,"93,12",0
23/01/2023,19:46:53,"52,19",0,57,100,0
23/01/2023,19:46:57,"52,31",0,57,100,0
23/01/2023,19:47:01,"52,5",0,57,80,0
23/01/2023,19:47:05,"52,62",0,57,100,0
23/01/2023,19:47:09,"52,81",0,57,"70,62",0
23/01/2023,19:47:13,"52,94",0,57,"91,88",0
23/01/2023,19:47:17,"53,06",0,57,"88,12",0
23/01/2023,19:47:21,"53,19",0,57,"84,38",0
23/01/2023,19:47:25,"53,38",0,57,"53,75",0
23/01/2023,19:47:29,"53,56",0,57,"48,12",0
23/01/2023,19:47:33,"53,62",0,57,"96,25",0
23/01/2023,19:47:37,"53,81",0,57,"40,62",0
23/01/2023,19:47:41,"53,94",0,57,"61,88",0
23/01/2023,19:47:45,"54,12",0,57,"31,25",0
23/01/2023,19:47:49,"54,25",0,57,"52,5",0
23/01/2023,19:47:53,"54,44",0,57,"21,88",0
23/01/2023,19:47:57,"54,56",0,57,"43,12",0
23/01/2023,19:48:01,"54,75",0,57,"12,5",0
23/01/2023,19:48:05,"54,88",0,57,"33,75",0
23/01/2023,19:48:09,55,0,57,30,0
23/01/2023,19:48:14,"55,12",0,61,100,0
23/01/2023,19:48:18,"55,31",0,61,100,0
23/01/2023,19:48:22,"55,44",0,61,100,0
23/01/2023,19:48:26,"55,56",0,61,100,0
23/01/2023,19:48:30,"55,62",0,61,100,0
23/01/2023,19:48:34,"55,75",0,61,100,0
23/01/2023,19:48:38,"55,88",0,61,100,0
23/01/2023,19:48:42,"56,06",0,61,"93,12",0
23/01/2023,19:48:46,"56,19",0,61,100,0
23/01/2023,19:48:50,"56,31",0,61,100,0
23/01/2023,19:48:54,"56,44",0,61,100,0
23/01/2023,19:48:58,"56,56",0,61,100,0
23/01/2023,19:49:02,"56,75",0,61,"72,5",0
23/01/2023,19:49:06,"56,88",0,61,"93,75",0
23/01/2023,19:49:10,"57,06",0,61,"63,12",0
23/01/2023,19:49:14,"57,19",0,61,"84,38",0
23/01/2023,19:49:18,"57,38",0,61,"53,75",0
23/01/2023,19:49:22,"57,5",0,61,75,0
23/01/2023,19:49:26,"57,69",0,61,"44,38",0
23/01/2023,19:49:30,"57,88",0,61,"38,75",0
23/01/2023,19:49:34,58,0,61,60,0
23/01/2023,19:49:38,"58,19",0,61,"29,38",0
23/01/2023,19:49:42,"58,31",0,61,"50,62",0
23/01/2023,19:49:46,"58,5",0,61,20,0
23/01/2023,19:49:50,"58,62",0,61,"41,25",0
23/01/2023,19:49:54,"58,81",0,61,"10,62",0
23/01/2023,19:49:58,"58,88",0,61,"58,75",0
23/01/2023,19:50:02,"59,06",0,61,"3,12",0
23/01/2023,19:50:06,"59,19",0,61,"24,38",0
23/01/2023,19:50:10,"59,31",0,61,"20,62",0
23/01/2023,19:50:14,"59,44",0,61,"16,88",0
23/01/2023,19:50:18,"59,56",0,61,"13,12",0
23/01/2023,19:50:22,"59,62",0,61,"36,25",0
23/01/2023,19:50:26,"59,75",0,61,"7,5",0
23/01/2023,19:50:30,"59,81",0,61,"30,62",0
23/01/2023,19:50:34,"59,88",0,61,"28,75",0
23/01/2023,19:50:38,60,0,61,0,0
23/01/2023,19:50:42,60,0,61,50,0
23/01/2023,19:50:46,"60,06",0,61,"23,12",0
23/01/2023,19:50:50,"60,12",0,61,"21,25",0
23/01/2023,19:50:54,"60,12",0,61,"46,25",0
23/01/2023,19:50:58,"60,12",0,61,"46,25",0
23/01/2023,19:51:02,"60,19",0,61,"19,38",0
23/01/2023,19:51:06,"60,25",0,61,"17,5",0
23/01/2023,19:51:10,"60,25",0,61,"42,5",0
23/01/2023,19:51:14,"60,25",0,61,"42,5",0
23/01/2023,19:51:18,"60,25",0,61,"42,5",0
23/01/2023,19:51:22,"60,19",0,61,"69,38",0
23/01/2023,19:51:26,"60,25",0,61,"17,5",0
23/01/2023,19:51:30,"60,25",0,61,"42,5",0
23/01/2023,19:51:34,"60,19",0,61,"69,38",0
23/01/2023,19:51:38,"60,19",0,61,"44,38",0
23/01/2023,19:51:42,"60,19",0,61,"44,38",0
23/01/2023,19:51:46,"60,19",0,61,"44,38",0
23/01/2023,19:51:50,"60,19",0,61,"44,38",0
23/01/2023,19:51:55,"60,12",0,61,"71,25",0
23/01/2023,19:51:59,"60,12",0,61,"46,25",0
23/01/2023,19:52:03,"60,12",0,61,"46,25",0
23/01/2023,19:52:07,"60,12",0,61,"46,25",0
23/01/2023,19:52:11,"60,06",0,61,"73,12",0
23/01/2023,19:52:16,"60,06",0,63,100,0
23/01/2023,19:52:20,60,0,63,100,0
23/01/2023,19:52:24,60,0,63,100,0
23/01/2023,19:52:28,60,0,63,100,0
23/01/2023,19:52:32,"60,06",0,63,"83,12",0
23/01/2023,19:52:36,"60,06",0,63,100,0
23/01/2023,19:52:40,"60,06",0,63,100,0
23/01/2023,19:52:44,"60,06",0,63,100,0
23/01/2023,19:52:48,"60,12",0,63,"81,25",0
23/01/2023,19:52:52,"60,12",0,63,100,0
23/01/2023,19:52:56,"60,19",0,63,"79,38",0
23/01/2023,19:53:00,"60,31",0,63,"50,62",0
23/01/2023,19:53:04,"60,38",0,63,"73,75",0
23/01/2023,19:53:08,"60,5",0,63,45,0
23/01/2023,19:53:12,"60,56",0,63,"68,12",0
23/01/2023,19:53:16,"60,62",0,63,"66,25",0
23/01/2023,19:53:20,"60,69",0,63,"64,38",0
23/01/2023,19:53:24,"60,81",0,63,"35,62",0
23/01/2023,19:53:28,"60,88",0,63,"58,75",0
23/01/2023,19:53:32,61,0,63,30,0
23/01/2023,19:53:36,"61,06",0,63,"53,12",0
23/01/2023,19:53:40,"61,19",0,63,"24,38",0
23/01/2023,19:53:44,"61,25",0,63,"47,5",0
23/01/2023,19:53:48,"61,38",0,63,"18,75",0
23/01/2023,19:53:52,"61,5",0,63,15,0
23/01/2023,19:53:56,"61,56",0,63,"38,12",0
23/01/2023,19:54:00,"61,62",0,63,"36,25",0
23/01/2023,19:54:04,"61,69",0,63,"34,38",0
23/01/2023,19:54:08,"61,75",0,63,"32,5",0
23/01/2023,19:54:12,"61,81",0,63,"30,62",0
23/01/2023,19:54:16,"61,88",0,63,"28,75",0
23/01/2023,19:54:20,"61,94",0,63,"26,88",0
23/01/2023,19:54:24,62,0,63,25,0
23/01/2023,19:54:28,"62,06",0,63,"23,12",0
23/01/2023,19:54:32,"62,06",0,63,"48,12",0
23/01/2023,19:54:36,"62,06",0,63,"48,12",0
23/01/2023,19:54:40,"62,06",0,63,"48,12",0
23/01/2023,19:54:44,"62,12",0,63,"21,25",0
23/01/2023,19:54:48,"62,12",0,63,"46,25",0
23/01/2023,19:54:52,"62,12",0,63,"46,25",0
23/01/2023,19:54:56,"62,12",0,63,"46,25",0
23/01/2023,19:55:00,"62,12",0,63,"46,25",0
23/01/2023,19:55:04,"62,12",0,63,"46,25",0
23/01/2023,19:55:08,"62,12",0,63,"46,25",0
23/01/2023,19:55:12,"62,12",0,63,"46,25",0
23/01/2023,19:55:16,"62,12",0,63,"46,25",0
23/01/2023,19:55:20,"62,12",0,63,"46,25",0
23/01/2023,19:55:24,"62,06",0,63,"73,12",0
23/01/2023,19:55:28,"62,06",0,63,"48,12",0
23/01/2023,19:55:32,"62,06",0,63,"48,12",0
23/01/2023,19:55:36,"62,06",0,63,"48,12",0
23/01/2023,19:55:40,62,0,63,75,0
23/01/2023,19:55:44,"62,06",0,63,"23,12",0
23/01/2023,19:55:48,62,0,63,75,0
23/01/2023,19:55:52,62,0,63,50,0
23/01/2023,19:55:56,62,0,63,50,0
23/01/2023,19:56:00,62,0,63,50,0
23/01/2023,19:56:04,62,0,63,50,0
23/01/2023,19:56:08,62,0,63,50,0
23/01/2023,19:56:12,62,0,63,50,0
23/01/2023,19:56:17,"61,94",0,54,-100,100
23/01/2023,19:56:21,"61,94",0,54,-100,100
23/01/2023,19:56:25,62,0,54,-100,100
23/01/2023,19:56:29,"61,94",0,54,-100,100
23/01/2023,19:56:33,"61,94",0,54,-100,100
23/01/2023,19:56:37,"61,94",0,54,-100,100
23/01/2023,19:56:41,"61,94",0,54,-100,100
23/01/2023,19:56:45,"61,94",0,54,-100,100
23/01/2023,19:56:49,"61,88",0,54,-100,100
23/01/2023,19:56:53,"61,81",0,54,-100,100
23/01/2023,19:56:57,"61,75",0,54,-100,100
23/01/2023,19:57:01,"61,69",0,54,-100,100
23/01/2023,19:57:05,"61,69",0,54,-100,100
23/01/2023,19:57:09,"61,62",0,54,-100,100
23/01/2023,19:57:13,"61,5",0,54,-100,100
23/01/2023,19:57:17,"61,44",0,54,-100,100
23/01/2023,19:57:21,"61,38",0,54,-100,100
23/01/2023,19:57:25,"61,25",0,54,-100,100
23/01/2023,19:57:29,"61,12",0,54,-100,100
23/01/2023,19:57:33,"61,06",0,54,-100,100
23/01/2023,19:57:37,"60,94",0,54,-100,100
23/01/2023,19:57:41,"60,81",0,54,-100,100
23/01/2023,19:57:45,"60,69",0,54,-100,100
23/01/2023,19:57:49,"60,56",0,54,-100,100
23/01/2023,19:57:53,"60,38",0,54,-100,100
23/01/2023,19:57:57,"60,19",0,54,-100,100
23/01/2023,19:58:01,"60,06",0,54,-100,100
23/01/2023,19:58:05,"59,94",0,54,-100,100
23/01/2023,19:58:09,"59,81",0,54,-100,100
23/01/2023,19:58:13,"59,62",0,54,-100,100
23/01/2023,19:58:17,"59,44",0,54,-100,100
23/01/2023,19:58:21,"59,25",0,54,-100,100
23/01/2023,19:58:25,"59,12",0,54,-100,100
23/01/2023,19:58:29,"58,94",0,54,"-93,12","93,12"
23/01/2023,19:58:33,"58,81",0,54,-100,100
23/01/2023,19:58:37,"58,56",0,54,"-56,88","56,88"
23/01/2023,19:58:41,"58,38",0,54,"-76,25","76,25"
23/01/2023,19:58:45,"58,19",0,54,"-70,62","70,62"
23/01/2023,19:58:49,58,0,54,-65,65
23/01/2023,19:58:53,"57,88",0,54,"-86,25","86,25"
23/01/2023,19:58:57,"57,56",0,54,"-1,88",40
23/01/2023,19:59:01,"57,44",0,54,"-73,12","73,12"
23/01/2023,19:59:05,"57,19",0,54,"-15,62",40
23/01/2023,19:59:09,"57,06",0,54,"-61,88","61,88"
23/01/2023,19:59:13,"56,81",0,54,"-4,38",40
23/01/2023,19:59:17,"56,69",0,54,"-50,62","50,62"
23/01/2023,19:59:21,"56,44",0,54,"6,88",0
23/01/2023,19:59:25,"56,19",0,54,"14,38",0
23/01/2023,19:59:29,"56,06",0,54,"-31,88",40
23/01/2023,19:59:33,"55,81",0,54,"25,62",0
23/01/2023,19:59:37,"55,69",0,54,"-20,62",40
23/01/2023,19:59:41,"55,44",0,54,"36,88",0
23/01/2023,19:59:45,"55,31",0,54,"-9,38",40
23/01/2023,19:59:49,"55,06",0,54,"48,12",0
23/01/2023,19:59:53,"54,94",0,54,"1,88",0
23/01/2023,19:59:57,"54,69",0,54,"59,38",0
23/01/2023,20:00:01,"54,5",0,54,40,0
23/01/2023,20:00:05,"54,31",0,54,"45,62",0
23/01/2023,20:00:09,"54,12",0,54,"51,25",0
23/01/2023,20:00:13,54,0,54,30,0
23/01/2023,20:00:18,"53,81",0,33,-100,100
23/01/2023,20:00:22,"53,62",0,33,-100,100
23/01/2023,20:00:26,"53,5",0,33,-100,100
23/01/2023,20:00:30,"53,31",0,33,-100,100
23/01/2023,20:00:34,"53,25",0,33,-100,100
23/01/2023,20:00:38,"53,06",0,33,-100,100
23/01/2023,20:00:42,"52,88",0,33,-100,100
23/01/2023,20:00:46,"52,81",0,33,-100,100
23/01/2023,20:00:50,"52,62",0,33,-100,100
23/01/2023,20:00:54,"52,56",0,33,-100,100
23/01/2023,20:00:58,"52,38",0,33,-100,100
23/01/2023,20:01:02,"52,25",0,33,-100,100
